SMILES,nAtom,nAromBond,nAtomLAC,LipinskiFailures,ALogp2,nHBDon,ALogP,naAromAtom,nAtomLC,nAtomP,MLogP,nRotB,AMR,XLogP,nB
InChI%3D1S%2FC9H16ClN5%2Fc1-5%282%2911-8-13-7%2810%2914-9%2815-8%2912-6%283%294%2Fh5-6H%2C1-4H3%2C%28H2%2C11%2C12%2C13%2C14%2C15%29,31.0,6.0,3.0,0.0,0.678481698036194,,0.82370001077652,6.0,7.0,13.0,2.33999991416931,6.0,67.0721969604492,1.69500005245209,17.0
InChI%3D1S%2FC13H18O5S%2Fc1-5-16-12-13%282%2C3%2910-8-9%2818-19%284%2C14%2915%296-7-11%2810%2917-12%2Fh6-8%2C12H%2C5H2%2C1-4H3,37.0,6.0,2.0,0.0,1.12042224407196,,1.05850005149841,6.0,5.0,11.0,2.23000001907349,4.0,,0.758000016212463,20.0
InChI%3D1S%2FC19H30O5%2Fc1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18%2823-15-24-19%2912-16%2817%296-4-2%2Fh12-13H%2C3-11%2C14-15H2%2C1-2H3,54.0,6.0,4.0,1.0,1.62766563892365,,-1.27579998970032,6.0,12.0,8.0,3.0,13.0,93.1712036132812,3.28099989891052,25.0
InChI%3D1S%2FC9H18NO3PS2%2Fc1-4-8%283%2916-14%2812%2C13-5-2%2910-6-7-15-9%2810%2911%2Fh8H%2C4-7H2%2C1-3H3,34.0,0.0,4.0,0.0,1.08451390266418,0.0,1.04139995574951,0.0,10.0,6.0,1.67999994754791,6.0,68.8597030639648,1.54999995231628,16.0
InChI%3D1S%2FC17H19F3N6O6S%2Fc1-9-6-5-7-10%2812%2827%2931-4%2911%289%2933%2829%2C30%2925-15%2828%2922-13-21-14%2826%282%293%2924-16%2823-13%2932-8-17%2818%2C19%2920%2Fh5-7H%2C8H2%2C1-4H3%2C%28H2%2C21%2C22%2C23%2C24%2C25%2C28%29,52.0,12.0,2.0,1.0,0.375891596078873,,-0.613099992275238,12.0,7.0,24.0,1.57000005245209,1.0,35.2267990112305,0.742999970912933,34.0
InChI%3D1S%2FC17H12Cl2N2O%2Fc18-14-7-5-12%286-8-14%2917%2822%2C13-9-20-11-21-10-13%2915-3-1-2-4-16%2815%2919%2Fh1-11%2C22H,34.0,18.0,0.0,0.0,0.790854513645172,,0.889299988746643,18.0,2.0,6.0,2.77999997138977,3.0,97.0450973510742,0.651000022888184,24.0
InChI%3D1S%2FC11H13NO4%2Fc1-11%282%2915-8-6-4-5-7%289%288%2916-11%2914-10%2813%2912-3%2Fh4-6H%2C1-3H3%2C%28H%2C12%2C13%29,29.0,6.0,0.0,0.0,0.0126787601038814,,0.11259999871254,6.0,5.0,12.0,2.11999988555908,2.0,61.5192985534668,2.43400001525879,17.0
InChI%3D1S%2F3C6H5.H2O.Sn%2Fc3%2A1-2-4-6-5-3-1%3B%3B%2Fh3%2A1-5H%3B1H2%3B%2Fq%3B%3B%3B%3B%2B1%2Fp-1,109.0,47.0,0.0,1.0,,,,46.0,4.0,51.0,3.22000002861023,10.0,,,71.0
InChI%3D1S%2F2C4H8N2S4.Mn.Zn%2Fc2%2A7-3%288%295-1-2-6-4%289%2910%3B%3B%2Fh2%2A1-2H2%2C%28H2%2C5%2C7%2C8%29%28H2%2C6%2C9%2C10%29%3B%3B%2Fq%3B%3B%2B2%3B%2Fp-4,38.0,0.0,2.0,0.0,,,,0.0,10.0,2.0,0.800000011920929,6.0,,2.36800003051758,18.0
InChI%3D1S%2FC21H20Cl2O3%2Fc1-21%282%2917%2812-18%2822%2923%2919%2821%2920%2824%2925-13-14-7-6-10-16%2811-14%2926-15-8-4-3-5-9-15%2Fh3-12%2C17%2C19H%2C13H2%2C1-2H3,20.0,6.0,0.0,0.0,0.213166892528534,,0.461699992418289,6.0,5.0,11.0,1.78999996185303,3.0,44.5610008239746,1.60599994659424,11.0
