SMILES,nRotB,XLogP,nAtomLAC,AMR,nHBDon,nAtomP,ALogp2,naAromAtom,nAtomLC,nAtom,nB,MLogP,nAromBond,ALogP,LipinskiFailures
InChI%3D1S%2FC13H10ClNO3%2Fc1-9-8-12%286-7-13%289%2914%2918-11-4-2-10%283-5-11%2915%2816%2917%2Fh2-8H%2C1H3,8.0,1.44099998474121,3.0,92.4048004150391,,22.0,0.497307032346725,6.0,6.0,44.0,28.0,1.78999996185303,6.0,-0.705200016498566,1.0
InChI%3D1S%2FC7H4Br2O2%2Fc8-5-1-4%283-10%297%2811%296%289%292-5%2Fh1-3%2C11H,1.0,2.28399991989136,0.0,52.703498840332,,9.0,1.84334933757782,6.0,2.0,15.0,11.0,1.78999996185303,6.0,1.35769999027252,0.0
InChI%3D1S%2FC16H25NO2%2Fc1-3-4-5-6-7-10-13-19-16-12-9-8-11-15%2816%2917-14%282%2918%2Fh8-9%2C11-12H%2C3-7%2C10%2C13H2%2C1-2H3%2C%28H%2C17%2C18%29,3.0,1.06400001049042,0.0,72.0883026123047,,13.0,0.141300812363625,12.0,0.0,32.0,19.0,2.67000007629395,12.0,0.375900000333786,0.0
InChI%3D1S%2FC26H23F2NO4%2Fc1-17%282%2924%2818-11-13-21%2814-12-18%2932-26%2827%2928%2925%2830%2933-23%2816-29%2919-7-6-10-22%2815-19%2931-20-8-4-3-5-9-20%2Fh3-15%2C17%2C23-24%2C26H%2C1-2H3,10.0,3.71700000762939,4.0,131.053497314453,,13.0,10.9514665603638,18.0,10.0,56.0,35.0,3.54999995231628,18.0,3.3092999458313,0.0
InChI%3D1S%2FC8H11N%2Fc1-2-7-3-5-8%289%296-4-7%2Fh3-6H%2C2%2C9H2%2C1H3,1.0,1.39100003242493,2.0,43.6360015869141,,7.0,0.101124003529549,6.0,2.0,20.0,9.0,2.23000001907349,6.0,0.317999988794327,0.0
InChI%3D1S%2FC8H10%2Fc1-2-8-6-4-3-5-7-8%2Fh3-7H%2C2H2%2C1H3,1.0,4.9539999961853,2.0,10.3505001068115,,6.0,0.0941876098513603,6.0,2.0,18.0,8.0,2.33999991416931,6.0,0.30689999461174,0.0
InChI%3D1S%2FC8H9NO2%2Fc1-6%2810%299-7-3-2-4-8%2811%295-7%2Fh2-5%2C11H%2C1H3%2C%28H%2C9%2C10%29,1.0,0.61599999666214,2.0,45.7897987365723,,10.0,0.103555239737034,6.0,4.0,20.0,11.0,2.00999999046326,6.0,0.321799993515015,0.0
InChI%3D1S%2FC8H19N%2Fc1-3-4-5-6-7-8%282%299%2Fh8H%2C3-7%2C9H2%2C1-2H3,5.0,3.05299997329712,2.0,33.975399017334,1.0,6.0,4.56976127624512,6.0,3.0,52.0,29.0,3.0,6.0,-2.13770008087158,0.0
InChI%3D1S%2FC10H12O4%2Fc1-12-8-5-10%2814-3%299%2813-2%294-7%288%296-11%2Fh4-6H%2C1-3H3,4.0,1.11500000953674,0.0,,,11.0,,6.0,2.0,26.0,14.0,2.11999988555908,6.0,-0.347799986600876,0.0
InChI%3D1S%2FC9H9Cl%2Fc1-2-8-4-3-5-9%286-8%297-10%2Fh2-6H%2C1%2C7H2,2.0,4.77500009536743,0.0,20.4750003814697,,8.0,2.14153957366943,6.0,2.0,19.0,10.0,2.33999991416931,6.0,1.46340000629425,0.0
InChI%3D1S%2FC10H15BrO%2Fc1-9%282%296-4-5-10%289%2C3%298%2812%297%286%2911%2Fh6-7H%2C4-5H2%2C1-3H3,0.0,2.53099989891052,0.0,51.1352005004883,0.0,1.0,2.77622246742249,0.0,0.0,27.0,13.0,2.33999991416931,0.0,1.66620004177094,0.0
InChI%3D1S%2FC6H7ClN.HI%2Fc1-8-5-3-2-4-6%288%297%3B%2Fh2-5H%2C1H3%3B1H%2Fq%2B1%3B%2Fp-1,3.0,0.521000027656555,0.0,,1.0,10.0,,6.0,4.0,32.0,17.0,1.78999996185303,6.0,,0.0
InChI%3D1S%2FC9H13N%2Fc1-3-10-9-6-4-5-8%282%297-9%2Fh4-7%2C10H%2C3H2%2C1-2H3,2.0,1.81299996376038,2.0,47.8559989929199,,7.0,1.78302609920502,6.0,3.0,23.0,10.0,2.33999991416931,6.0,1.33529996871948,0.0
InChI%3D1S%2FC19H12O6%2Fc20-16-10-5-1-3-7-14%2810%2924-18%2822%2912%2816%299-13-17%2821%2911-6-2-4-8-15%2811%2925-19%2813%2923%2Fh1-8%2C20-21H%2C9H2,2.0,1.52499997615814,0.0,96.7192001342773,,12.0,1.47428166866302,12.0,0.0,37.0,28.0,2.89000010490417,12.0,1.21420001983643,0.0
InChI%3D1S%2FC7H3Br2NO%2Fc8-5-1-4%283-10%292-6%289%297%285%2911%2Fh1-2%2C11H,0.0,1.88199996948242,0.0,52.6082000732422,,9.0,2.5115909576416,6.0,2.0,14.0,11.0,1.78999996185303,6.0,1.58480000495911,0.0
InChI%3D1S%2FC8H4F3N%2Fc9-8%2810%2C11%297-4-2-1-3-6%287%295-12%2Fh1-4H,3.0,1.18400001525879,2.0,,,2.0,,0.0,10.0,18.0,9.0,1.24000000953674,0.0,2.72499990463257,0.0
InChI%3D1S%2FC8H8O3%2Fc1-11-8-4-6%285-9%292-3-7%288%2910%2Fh2-5%2C10H%2C1H3,2.0,1.03999996185303,0.0,16.1742992401123,,10.0,0.496320247650146,6.0,2.0,19.0,11.0,2.00999999046326,6.0,-0.704500019550323,0.0
InChI%3D1S%2FC7H7NO2%2Fc1-6-3-2-4-7%285-6%298%289%2910%2Fh2-5H%2C1H3,1.0,3.21700000762939,0.0,8.38790035247803,,9.0,0.354501157999039,6.0,2.0,17.0,10.0,1.89999997615814,6.0,0.595399975776672,0.0
InChI%3D1S%2FC10H18O%2Fc1-2-3-4-5-6-7-8-9-10-11%2Fh11H%2C2-7%2C10H2%2C1H3,10.0,4.00699996948242,3.0,152.401794433594,1.0,20.0,4.90401029586792,22.0,7.0,68.0,38.0,4.21000003814697,23.0,2.21449995040894,0.0
InChI%3D1S%2FC8H6O%2Fc1-2-4-8-7%283-1%295-6-9-8%2Fh1-6H,0.0,2.64599990844727,0.0,39.8465003967285,,7.0,0.0237468108534813,6.0,0.0,15.0,10.0,2.23000001907349,10.0,-0.154100000858307,0.0
InChI%3D1S%2FC7H5NO3%2Fc9-5-6-1-3-7%284-2-6%298%2810%2911%2Fh1-5H,6.0,3.36400008201599,3.0,93.7751998901367,,14.0,3.24360108375549,12.0,7.0,36.0,23.0,2.55999994277954,12.0,1.80099999904633,0.0
InChI%3D1S%2FC10H9NO6%2Fc1-16-9%2812%296-3-4-7%2810%2813%2917-2%298%285-6%2911%2814%2915%2Fh3-5H%2C1-2H3,5.0,,0.0,,,15.0,,6.0,4.0,26.0,17.0,1.78999996185303,6.0,,0.0
InChI%3D1S%2FC14H20O3%2Fc1-3-4-5-6-9-17-13-8-7-12%2811-15%2910-14%2813%2916-2%2Fh7-8%2C10-11H%2C3-6%2C9H2%2C1-2H3,8.0,3.39800000190735,6.0,65.877197265625,,10.0,1.37639820575714,6.0,7.0,37.0,17.0,2.67000007629395,6.0,-1.17320001125336,0.0
InChI%3D1S%2FC7H4F3NO3%2Fc8-7%289%2C10%295-3-4%2812%291-2-6%285%2911%2813%2914%2Fh1-3%2C12H,2.0,,0.0,,,10.0,,6.0,3.0,18.0,14.0,1.46000003814697,6.0,,0.0
InChI%3D1S%2FC6H2Cl4O%2Fc7-2-1-3%2811%295%289%296%2810%294%282%298%2Fh1%2C11H,0.0,3.04299998283386,0.0,,,7.0,5.35968780517578,6.0,0.0,13.0,11.0,1.57000005245209,6.0,2.3150999546051,0.0
InChI%3D1S%2FC9H14N.CH4O4S%2Fc1-10%282%2C3%299-7-5-4-6-8-9%3B1-5-6%282%2C3%294%2Fh4-8H%2C1-3H3%3B1H3%2C%28H%2C2%2C3%2C4%29%2Fq%2B1%3B%2Fp-1,1.0,0.846000015735626,2.0,,,5.0,,0.0,6.0,15.0,9.0,0.910000026226044,0.0,,0.0
InChI%3D1S%2FC7H6O3.Na%2Fc8-6-4-2-1-3-5%286%297%289%2910%3B%2Fh1-4%2C8H%2C%28H%2C9%2C10%29%3B%2Fq%3B%2B1%2Fp-1,1.0,1.71000003814697,0.0,,,10.0,,6.0,3.0,16.0,10.0,1.78999996185303,6.0,,0.0
InChI%3D1S%2FC9H10O%2Fc1-2-5-8-6-3-4-7-9%288%2910%2Fh2-4%2C6-7%2C10H%2C1%2C5H2,0.0,-0.0240000002086163,0.0,22.3526000976562,,4.0,1.27938723564148,0.0,0.0,13.0,7.0,1.35000002384186,0.0,-1.1311000585556,0.0
InChI%3D1S%2FC12H22%2Fc1-3-7-11%288-4-1%2912-9-5-2-6-10-12%2Fh11-12H%2C1-10H2,5.0,3.38199996948242,3.0,162.10270690918,,18.0,3.20016312599182,14.0,4.0,80.0,49.0,3.76999998092651,16.0,-1.78890001773834,0.0
InChI%3D1S%2FC4Cl6%2Fc5-1%283%287%298%292%286%294%289%2910,1.0,4.4520001411438,4.0,50.6963996887207,0.0,4.0,13.2059564590454,0.0,10.0,10.0,9.0,1.24000000953674,0.0,3.6340000629425,0.0
InChI%3D1S%2FC11H17NO%2Fc1-3-12%287-8-13%2911-6-4-5-10%282%299-11%2Fh4-6%2C9%2C13H%2C3%2C7-8H2%2C1-2H3,4.0,1.66700005531311,2.0,,,7.0,,6.0,6.0,30.0,13.0,2.45000004768372,6.0,,0.0
InChI%3D1S%2FC9H11NO%2Fc1-2-9%2811%297-3-5-8%2810%296-4-7%2Fh3-6H%2C2%2C10H2%2C1H3,3.0,1.2150000333786,0.0,72.758903503418,,16.0,0.501830577850342,12.0,4.0,27.0,18.0,2.23000001907349,12.0,0.708400011062622,0.0
InChI%3D1S%2FC7H12O%2Fc8-7-4-5-1-2-6%287%293-5%2Fh5-8H%2C1-4H2,3.0,1.06400001049042,0.0,72.0883026123047,1.0,13.0,0.141300812363625,12.0,0.0,32.0,19.0,2.67000007629395,12.0,0.375900000333786,0.0
InChI%3D1S%2FC9H13N%2Fc1-8-4-6-9%287-5-8%2910%282%293%2Fh4-7H%2C1-3H3,1.0,2.92899990081787,0.0,,,7.0,,6.0,2.0,23.0,10.0,2.33999991416931,6.0,,0.0
InChI%3D1S%2FC9H10O2%2Fc1-2-11-9-5-3-8%287-10%294-6-9%2Fh3-7H%2C2H2%2C1H3,3.0,1.09300005435944,2.0,,,9.0,,6.0,3.0,21.0,11.0,2.23000001907349,6.0,0.767199993133545,0.0
InChI%3D1S%2FC12H4Cl6S2%2Fc13-5-1-9%2817%2911%283-7%285%2915%2919-20-12-4-8%2816%296%2814%292-10%2812%2918%2Fh1-4H,3.0,5.84600019454956,0.0,,,6.0,,12.0,2.0,24.0,21.0,1.89999997615814,12.0,,1.0
InChI%3D1S%2FC6H3Cl4N%2Fc7-2-1-3%288%295%2810%296%2811%294%282%299%2Fh1H%2C11H2,2.0,0.857999980449677,0.0,66.1144027709961,,13.0,0.372466087341309,12.0,0.0,28.0,16.0,2.45000004768372,12.0,0.610300004482269,0.0
InChI%3D1S%2FC13H10Cl2O2%2Fc14-10-1-3-12%2816%298%286-10%295-9-7-11%2815%292-4-13%289%2917%2Fh1-4%2C6-7%2C16-17H%2C5H2,2.0,2.26699995994568,0.0,76.7157974243164,,7.0,6.1652889251709,12.0,0.0,27.0,18.0,2.45000004768372,12.0,2.48300004005432,0.0
InChI%3D1S%2FC7H5NO4%2Fc9-6%2810%294-2-1-3-5%288-4%297%2811%2912%2Fh1-3H%2C%28H%2C9%2C10%29%28H%2C11%2C12%29,2.0,1.31200003623962,0.0,101.561698913574,,14.0,0.920064628124237,11.0,3.0,46.0,29.0,2.33999991416931,11.0,-0.959200024604797,0.0
InChI%3D1S%2FC6H6FN%2Fc7-5-1-3-6%288%294-2-5%2Fh1-4H%2C8H2,0.0,0.439999997615814,0.0,34.6333999633789,,7.0,0.0135722495615482,6.0,0.0,14.0,8.0,1.89999997615814,6.0,0.116499997675419,0.0
InChI%3D1S%2FC8H8ClNO%2Fc1-6-7%289%293-2-4-8%286%2910-5-11%2Fh2-5H%2C1H3%2C%28H%2C10%2C11%29,1.0,2.6010000705719,0.0,,,9.0,,6.0,3.0,19.0,11.0,2.00999999046326,6.0,,0.0
InChI%3D1S%2FC9H12%2Fc1-7-4-5-8%282%299%283%296-7%2Fh4-6H%2C1-3H3,0.0,5.0310001373291,0.0,16.5062999725342,,6.0,3.70947599411011,6.0,0.0,21.0,9.0,2.45000004768372,6.0,1.92599999904633,1.0
InChI%3D1S%2FC6H4N2O4%2Fc9-7%2810%295-1-2-6%284-3-5%298%2811%2912%2Fh1-4H,2.0,2.5699999332428,0.0,,,12.0,,6.0,3.0,16.0,12.0,1.46000003814697,6.0,-0.0931999981403351,0.0
InChI%3D1S%2FC12H9NO3%2Fc14-13%2815%2910-6-8-12%289-7-10%2916-11-4-2-1-3-5-11%2Fh1-9H,10.0,0.970000028610229,0.0,95.3277969360352,,24.0,2.77222490310669,12.0,7.0,43.0,32.0,1.35000002384186,12.0,1.66499996185303,0.0
InChI%3D1S%2FC16H27N%2Fc1-2-3-4-5-6-7-8-9-10-15-11-13-16%2817%2914-12-15%2Fh11-14H%2C2-10%2C17H2%2C1H3,9.0,7.4210000038147,10.0,,,7.0,,6.0,10.0,44.0,17.0,3.10999989509583,6.0,,1.0
InChI%3D1S%2FC7H5ClN2%2Fc8-6-1-2-7%2810%295%283-6%294-9%2Fh1-3H%2C10H2,0.0,1.21000003814697,0.0,,,9.0,,6.0,2.0,15.0,10.0,1.89999997615814,6.0,0.0291000008583069,0.0
InChI%3D1S%2FC8H10%2Fc1-7-3-5-8%282%296-4-7%2Fh3-6H%2C1-2H3,0.0,2.8659999370575,0.0,39.5197982788086,,6.0,5.27253437042236,6.0,0.0,18.0,8.0,2.33999991416931,6.0,2.29620003700256,0.0
InChI%3D1S%2FC7H5F4N%2Fc8-6-2-1-4%2812%293-5%286%297%289%2C10%2911%2Fh1-3H%2C12H2,1.0,1.32000005245209,0.0,,,7.0,,6.0,3.0,17.0,12.0,1.67999994754791,6.0,1.01900005340576,0.0
InChI%3D1S%2FC7H7ClO%2Fc1-5-4-6%289%292-3-7%285%298%2Fh2-4%2C9H%2C1H3,0.0,1.49300003051758,0.0,41.5595016479492,,7.0,2.74034905433655,6.0,0.0,16.0,9.0,2.00999999046326,6.0,1.6554000377655,0.0
InChI%3D1S%2FC6H4Br2%2Fc7-5-3-1-2-4-6%285%298%2Fh1-4H,2.0,1.92700004577637,0.0,,,15.0,0.0299636106938124,6.0,2.0,43.0,28.0,2.45000004768372,6.0,-0.173099994659424,0.0
InChI%3D1S%2FC12H8O%2Fc1-3-7-11-9%285-1%2910-6-2-4-8-12%2810%2913-11%2Fh1-8H,0.0,4.27400016784668,0.0,1.61909997463226,,13.0,0.0237468108534813,12.0,0.0,21.0,15.0,2.67000007629395,15.0,-0.154100000858307,0.0
InChI%3D1S%2FC5H4N2O3%2Fc8-4-2-1-3-6-5%284%297%289%2910%2Fh1-3%2C8H,6.0,1.39100003242493,4.0,104.847602844238,,8.0,0.81703519821167,12.0,5.0,49.0,28.0,3.22000002861023,12.0,0.903900027275085,0.0
InChI%3D1S%2FC5H4ClNO%2Fc6-4-1-2-5%288%297-3-4%2Fh1-3H%2C%28H%2C7%2C8%29,0.0,2.07399988174438,0.0,21.364200592041,,0.0,2.6153359413147,0.0,3.0,5.0,3.0,1.24000000953674,0.0,1.6172000169754,0.0
InChI%3D1S%2FC12H16O%2Fc13-12-9-5-4-8-11%2812%2910-6-2-1-3-7-10%2Fh1-3%2C6-7%2C11-13H%2C4-5%2C8-9H2,1.0,4.53299999237061,0.0,21.9519004821777,,6.0,2.03119492530823,6.0,0.0,29.0,14.0,2.67000007629395,6.0,-1.42519998550415,0.0
InChI%3D1S%2FC24H38O4%2Fc1-3-5-7-9-11-15-19-27-23%2825%2921-17-13-14-18-22%2821%2924%2826%2928-20-16-12-10-8-6-4-2%2Fh13-14%2C17-18H%2C3-12%2C15-16%2C19-20H2%2C1-2H3,18.0,9.58600044250488,8.0,68.7444000244141,,12.0,12.3369541168213,6.0,11.0,66.0,28.0,3.66000008583069,6.0,-3.51239991188049,2.0
InChI%3D1S%2FC8H6Cl2O2%2Fc1-12-8%2811%296-4-5%289%292-3-7%286%2910%2Fh2-4H%2C1H3,10.0,,3.0,,,19.0,,12.0,10.0,46.0,32.0,2.23000001907349,12.0,,0.0
InChI%3D1S%2FC6HBr5O%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh12H,0.0,4.00299978256226,0.0,,,7.0,,6.0,0.0,13.0,12.0,1.46000003814697,6.0,,0.0
InChI%3D1S%2FC7HF5O%2Fc8-3-2%281-13%294%289%296%2811%297%2812%295%283%2910%2Fh1H,1.0,1.00999999046326,0.0,,,8.0,,6.0,2.0,14.0,13.0,1.57000005245209,6.0,0.564400017261505,0.0
InChI%3D1S%2FC13H11NO2%2Fc15-12-9-5-4-8-11%2812%2913%2816%2914-10-6-2-1-3-7-10%2Fh1-9%2C15H%2C%28H%2C14%2C16%29,2.0,1.89600002765656,0.0,,,16.0,,12.0,3.0,27.0,17.0,2.55999994277954,12.0,1.519700050354,0.0
InChI%3D1S%2FC7H9N%2Fc1-8-7-5-3-2-4-6-7%2Fh2-6%2C8H%2C1H3,8.0,3.51600003242493,3.0,95.2766036987305,,7.0,0.00808200985193253,6.0,9.0,41.0,24.0,2.23000001907349,6.0,0.0899000018835068,0.0
InChI%3D1S%2FC15H24O%2Fc1-10-8-11%2814%282%2C3%294%2913%2816%2912%289-10%2915%285%2C6%297%2Fh8-9%2C16H%2C1-7H3,2.0,5.95699977874756,0.0,46.3203010559082,,7.0,10.851095199585,6.0,3.0,40.0,16.0,3.0,6.0,3.29410004615784,1.0
InChI%3D1S%2FC9H10O3%2Fc1-2-12-9-5-7%286-10%293-4-8%289%2911%2Fh3-6%2C11H%2C2H2%2C1H3,3.0,2.11100006103516,3.0,82.7414016723633,,15.0,1.24970042705536,6.0,6.0,34.0,22.0,2.00999999046326,6.0,1.11790001392365,0.0
InChI%3D1S%2FC10H15NO2%2Fc12-8-6-11%287-9-13%2910-4-2-1-3-5-10%2Fh1-5%2C12-13H%2C6-9H2,8.0,3.74399995803833,2.0,100.75700378418,,19.0,24.0933723449707,12.0,11.0,41.0,33.0,1.67999994754791,12.0,4.90850019454956,0.0
InChI%3D1S%2FC4H6N2%2Fc1-4-5-2-3-6-4%2Fh2-3H%2C1H3%2C%28H%2C5%2C6%29,0.0,-0.174999997019768,0.0,24.4801998138428,3.0,0.0,0.118542492389679,0.0,0.0,16.0,6.0,1.67999994754791,0.0,-0.344300001859665,0.0
InChI%3D1S%2FCHCl3%2Fc2-1%283%294%2Fh1H,0.0,2.07399988174438,0.0,21.364200592041,0.0,0.0,2.6153359413147,0.0,4.0,5.0,3.0,1.24000000953674,0.0,1.6172000169754,0.0
InChI%3D1S%2FC8H7BrO3%2Fc1-12-7-3-5%284-10%292-6%289%298%287%2911%2Fh2-4%2C11H%2C1H3,5.0,2.28500008583069,5.0,,,8.0,,0.0,6.0,33.0,19.0,1.78999996185303,0.0,,0.0
InChI%3D1S%2FC7H12O%2Fc1-5-7%284%2C8%296%282%293%2Fh1%2C6%2C8H%2C2-4H3,1.0,1.05999994277954,5.0,32.6320991516113,1.0,2.0,1.06523036956787,0.0,8.0,20.0,7.0,2.11999988555908,0.0,1.0320999622345,0.0
InChI%3D1S%2FC5H4ClNO%2Fc6-4-2-1-3-5%288%297-4%2Fh1-3H%2C%28H%2C7%2C8%29,0.0,0.824000000953674,0.0,33.2155990600586,,7.0,1.54306089878082,6.0,0.0,12.0,8.0,1.67999994754791,6.0,1.2422000169754,0.0
InChI%3D1S%2FC21H18N3O10P%2Fc1-13-4-7-16%2822%2825%2926%2919%2810-13%2932-35%2831%2C33-20-11-14%282%295-8-17%2820%2923%2827%2928%2934-21-12-15%283%296-9-18%2821%2924%2829%2930%2Fh4-12H%2C1-3H3,9.0,,0.0,,,32.0,,18.0,5.0,53.0,37.0,2.23000001907349,18.0,,0.0
InChI%3D1S%2FC12H12N2O3%2Fc1-2-12%288-6-4-3-5-7-8%299%2815%2913-11%2817%2914-10%2812%2916%2Fh3-7H%2C2H2%2C1H3%2C%28H2%2C13%2C14%2C15%2C16%2C17%29,2.0,3.76099991798401,2.0,34.4664001464844,,8.0,1.26247692108154,6.0,2.0,29.0,18.0,2.23000001907349,6.0,-1.12360000610352,0.0
InChI%3D1S%2F4C2H5.Sn%2Fc4%2A1-2%3B%2Fh4%2A1H2%2C2H3%3B,0.0,5.91200017929077,0.0,42.2263984680176,0.0,0.0,7.44634962081909,0.0,1.0,37.0,4.0,2.23000001907349,0.0,2.72880005836487,1.0
InChI%3D1S%2FC9H12O%2Fc1-2-3-8-4-6-9%2810%297-5-8%2Fh4-7%2C10H%2C2-3H2%2C1H3,2.0,2.37100005149841,3.0,,,7.0,,6.0,3.0,22.0,10.0,2.33999991416931,6.0,0.470400005578995,0.0
InChI%3D1S%2FC7H9NO%2Fc1-6%289%297-4-3-5-8%287%292%2Fh3-5H%2C1-2H3,9.0,3.98200011253357,4.0,91.3720016479492,0.0,8.0,0.107125289738178,0.0,8.0,51.0,22.0,2.77999997138977,0.0,0.327300012111664,0.0
InChI%3D1S%2FC12H14O4%2Fc1-3-15-11%2813%299-7-5-6-8-10%289%2912%2814%2916-4-2%2Fh5-8H%2C3-4H2%2C1-2H3,6.0,3.1800000667572,2.0,32.5643997192383,,12.0,0.273738235235214,6.0,5.0,30.0,16.0,2.33999991416931,6.0,0.52319997549057,0.0
InChI%3D1S%2FC7H10N2%2Fc1-9%282%297-5-3-4-6-8-7%2Fh3-6H%2C1-2H3,5.0,3.21099996566772,0.0,,,13.0,4.18939018249512,18.0,0.0,46.0,31.0,3.22000002861023,18.0,2.04679989814758,0.0
InChI%3D1S%2FC13H20O%2Fc1-10-6-5-9-13%283%2C4%2912%2810%298-7-11%282%2914%2Fh7-8H%2C5-6%2C9H2%2C1-4H3,2.0,3.65000009536743,4.0,60.6614990234375,0.0,6.0,2.48629832267761,0.0,5.0,34.0,14.0,2.77999997138977,0.0,1.57679998874664,0.0
InChI%3D1S%2FC17H20N4O6%2Fc1-7-3-9-10%284-8%287%292%2921%285-11%2823%2914%2825%2912%2824%296-22%2915-13%2818-9%2916%2826%2920-17%2827%2919-15%2Fh3-4%2C11-12%2C14%2C22-25H%2C5-6H2%2C1-2H3%2C%28H%2C20%2C26%2C27%29,5.0,-1.49899995326996,5.0,69.3387985229492,,8.0,3.86672902107239,6.0,9.0,53.0,29.0,2.23000001907349,6.0,-1.96640002727509,1.0
InChI%3D1S%2FC6H13Br%2Fc1-2-3-4-5-6-7%2Fh2-6H2%2C1H3,9.0,0.653999984264374,2.0,30.8563995361328,0.0,22.0,0.0401200912892818,12.0,7.0,42.0,30.0,1.35000002384186,12.0,-0.200299993157387,0.0
InChI%3D1S%2FC24H38O4%2Fc1-5-9-13-19%287-3%2917-27-23%2825%2921-15-11-12-16-22%2821%2924%2826%2928-18-20%288-4%2914-10-6-2%2Fh11-12%2C15-16%2C19-20H%2C5-10%2C13-14%2C17-18H2%2C1-4H3,2.0,1.80499994754791,2.0,72.8276977539062,,15.0,3.26488757133484,12.0,4.0,29.0,18.0,2.67000007629395,12.0,1.80690002441406,0.0
InChI%3D1S%2FC8H10O2%2Fc9-6-7-10-8-4-2-1-3-5-8%2Fh1-5%2C9H%2C6-7H2,3.0,1.85399997234344,2.0,13.608099937439,,7.0,0.349517434835434,6.0,4.0,20.0,10.0,2.11999988555908,6.0,-0.591199994087219,0.0
InChI%3D1S%2FC4H6O%2Fc1-3-4%282%295%2Fh1%2C4-5H%2C2H3,0.0,0.294999986886978,4.0,19.6254005432129,1.0,2.0,0.0933302491903305,0.0,5.0,11.0,4.0,1.78999996185303,0.0,0.305500000715256,0.0
InChI%3D1S%2FC9H11N%2Fc1-2-8-10-9-6-4-3-5-7-9%2Fh2-7%2C10H%2C1%2C8H2,3.0,1.61300003528595,3.0,,,7.0,,6.0,4.0,21.0,10.0,2.33999991416931,6.0,,0.0
InChI%3D1S%2FC11H14O4%2Fc1-7%2812%298-5-6-9%2813-2%2911%2815-4%2910%288%2914-3%2Fh5-6H%2C1-4H3,4.0,0.966000020503998,0.0,32.7178001403809,,11.0,0.167526483535767,6.0,2.0,29.0,15.0,2.23000001907349,6.0,-0.409299999475479,0.0
InChI%3D1S%2FC14H23NO4%2Fc1-16-7-5-6-15-10-11-8-12%2817-2%2914%2819-4%2913%289-11%2918-3%2Fh8-9%2C15H%2C5-7%2C10H2%2C1-4H3,9.0,0.935000002384186,3.0,,,9.0,,6.0,7.0,42.0,19.0,2.45000004768372,6.0,,0.0
InChI%3D1S%2FC3HBr3N2%2Fc4-1-2%285%298-3%286%297-1%2Fh%28H%2C7%2C8%29,0.0,2.49499988555908,0.0,26.6382007598877,2.0,0.0,3.97523832321167,0.0,0.0,8.0,8.0,1.24000000953674,5.0,1.99380004405975,0.0
InChI%3D1S%2FC6H4Cl2O%2Fc7-4-1-2-6%289%295%288%293-4%2Fh1-3%2C9H,2.0,0.962999999523163,0.0,68.2354965209961,,6.0,0.773696184158325,6.0,3.0,25.0,17.0,1.89999997615814,6.0,0.879599988460541,0.0
InChI%3D1S%2FC4H4N2O2%2Fc7-3-1-2-5-4%288%296-3%2Fh1-2H%2C%28H2%2C5%2C6%2C7%2C8%29,0.0,-0.462000012397766,0.0,5.12919998168945,,8.0,0.847504377365112,6.0,0.0,12.0,8.0,1.46000003814697,6.0,-0.92059999704361,0.0
InChI%3D1S%2FC8H8O3%2Fc1-11-7-4-2-3-6%285-9%298%287%2910%2Fh2-5%2C10H%2C1H3,2.0,1.46899998188019,0.0,16.1742992401123,,10.0,0.496320247650146,6.0,2.0,19.0,11.0,2.00999999046326,6.0,-0.704500019550323,0.0
InChI%3D1S%2FC6H6ClN%2Fc7-5-1-3-6%288%294-2-5%2Fh1-4H%2C8H2,10.0,0.970000028610229,0.0,95.3277969360352,,24.0,2.77222490310669,12.0,7.0,43.0,32.0,1.35000002384186,12.0,1.66499996185303,0.0
InChI%3D1S%2FC7H6Cl2O2%2Fc1-11-7-3-5%289%294%288%292-6%287%2910%2Fh2-3%2C10H%2C1H3,0.0,1.88199996948242,0.0,52.6082000732422,,9.0,2.5115909576416,6.0,2.0,14.0,11.0,1.78999996185303,6.0,1.58480000495911,0.0
InChI%3D1S%2FC8H18S2%2Fc1-9-7-5-3-4-6-8-10-2%2Fh3-8H2%2C1-2H3,7.0,2.46000003814697,2.0,79.1855010986328,0.0,12.0,1.90633249282837,6.0,7.0,39.0,19.0,1.78999996185303,6.0,1.38069999217987,0.0
InChI%3D1S%2FC20H34O%2Fc1-7-19%285%2C21%2914-11-16-15%282%299-10-17-18%283%2C4%2912-8-13-20%2816%2C17%296%2Fh7%2C16-17%2C21H%2C1-2%2C8-14H2%2C3-6H3,5.0,0.954999983310699,3.0,38.3759002685547,1.0,3.0,1.75403535366058,0.0,9.0,19.0,8.0,1.78999996185303,0.0,1.32439994812012,0.0
InChI%3D1S%2FC18H15N%2Fc1-4-10-16%2811-5-1%2919%2817-12-6-2-7-13-17%2918-14-8-3-9-15-18%2Fh1-15H,3.0,0.0509999990463257,2.0,47.5084991455078,,12.0,1.40067219734192,6.0,7.0,22.0,13.0,1.78999996185303,6.0,-1.18350005149841,0.0
InChI%3D1S%2FC17H13N%2Fc1-3-8-14%289-4-1%2916-12-7-13-17%2818-16%2915-10-5-2-6-11-15%2Fh1-13H,2.0,7.36399984359741,0.0,0.0,,18.0,0.0,18.0,0.0,31.0,20.0,3.22000002861023,18.0,0.0,1.0
